label,scenario_id,daily_cost,budget_cap,within_budget,avg_wait,match_rate,fitness
hand-picked (main demo),week-v1-pres,32088.0,50000.0,true,11.34097801367514,0.08217078560195336,51.56364454989424
hand-picked (main demo),week-v1-pres-real-hourly,32088.0,50000.0,true,19.15908774117879,0.07371791261569734,85.35814858731977
hand-picked (main demo),week-severe-respiratory,32088.0,120000.0,true,0.042284989510739085,0.36937996809028983,0.3906940766874789
hand-picked (main demo),week-tight-budget,32088.0,48000.0,true,0.0014223484511316708,0.5008466492755513,0.20302868784106418
hand-picked (main demo),week-high-demand,32088.0,120000.0,true,0.028474275983125463,0.43476626073640406,0.3317536202558982
