scenario_id,base_arrival_rate_per_hour,queue_threshold,wait_threshold_hours,p_respiratory,p_cardio,p_trauma,p_psych,p_generic,arrival_profile_type,daily_budget_cap,arr_share_h00,arr_share_h01,arr_share_h02,arr_share_h03,arr_share_h04,arr_share_h05,arr_share_h06,arr_share_h07,arr_share_h08,arr_share_h09,arr_share_h10,arr_share_h11,arr_share_h12,arr_share_h13,arr_share_h14,arr_share_h15,arr_share_h16,arr_share_h17,arr_share_h18,arr_share_h19,arr_share_h20,arr_share_h21,arr_share_h22,arr_share_h23,evt1_present,evt1_start_hour,evt1_duration,evt1_arrival_multiplier,evt1_mult_respiratory,evt1_mult_cardio,evt1_mult_trauma,evt1_mult_psych,evt1_mult_generic,evt2_present,evt2_start_hour,evt2_duration,evt2_arrival_multiplier,evt2_mult_respiratory,evt2_mult_cardio,evt2_mult_trauma,evt2_mult_psych,evt2_mult_generic,evt3_present,evt3_start_hour,evt3_duration,evt3_arrival_multiplier,evt3_mult_respiratory,evt3_mult_cardio,evt3_mult_trauma,evt3_mult_psych,evt3_mult_generic,evt4_present,evt4_start_hour,evt4_duration,evt4_arrival_multiplier,evt4_mult_respiratory,evt4_mult_cardio,evt4_mult_trauma,evt4_mult_psych,evt4_mult_generic,evt5_present,evt5_start_hour,evt5_duration,evt5_arrival_multiplier,evt5_mult_respiratory,evt5_mult_cardio,evt5_mult_trauma,evt5_mult_psych,evt5_mult_generic,evt6_present,evt6_start_hour,evt6_duration,evt6_arrival_multiplier,evt6_mult_respiratory,evt6_mult_cardio,evt6_mult_trauma,evt6_mult_psych,evt6_mult_generic,ga_selection,ga_seed,ga_replications,ga_population_size,ga_generations,mean_error_best,best_rt,best_cardio,best_radio,best_mh,best_physician,best_pa,best_nurse
ds-0001-real,10.27665809,12,1.04862237,0.27586322,0.03668329,0.29061118,0.31194301,0.08489930,real_hourly,79058.58461888,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00036135,0.12563721,0.16556073,0.10896898,0.11703264,0.04148431,0.01057553,0.09855642,0.04695709,0.04596936,0.00541584,0.08423742,0.08038036,0.04358682,0.01613114,0.00843666,0.00070814,1,117.0,34.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,42,5,16,8,0.06849810,7,1,6,6,2,3,11
ds-0002-flat,33.77331349,15,1.79395378,0.24805130,0.02695744,0.03352964,0.35164402,0.33981760,flat,131623.81884324,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,112.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,43,5,16,8,0.14083248,14,2,1,12,6,19,17
ds-0003-flat,25.77592802,18,1.88645338,0.06838875,0.26454068,0.34001833,0.12838928,0.19866296,flat,58206.15905188,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,90.0,21.0,1.0,2.0,1.0,1.0,1.0,1.0,1,67.0,26.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,44,5,16,8,0.20962460,5,4,0,7,1,8,5
ds-0004-real,29.89833059,11,1.95303034,0.05497041,0.15408851,0.33300366,0.34276406,0.11517337,real_hourly,104447.80810699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00027378,0.10919990,0.14843966,0.10903155,0.13208004,0.04253640,0.01464489,0.11130249,0.07217497,0.04181519,0.00889833,0.06132111,0.08354859,0.03722353,0.01958738,0.00695252,0.00096967,1,80.0,36.0,1.0,2.0,1.0,1.0,1.0,1.0,1,113.0,27.0,1.0,1.0,1.6,1.0,1.0,1.0,1,45.0,20.0,1.08,1.2,1.0,2.6,1.0,1.0,1,115.0,36.0,1.0,1.0,1.0,1.0,2.2,1.0,1,40.0,22.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,45,5,16,8,0.07641726,6,4,8,18,1,3,10
ds-0005-real,12.34318216,10,1.50756794,0.15492112,0.25560636,0.34659481,0.19827342,0.04460430,real_hourly,91773.77932206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00047014,0.11888154,0.12649839,0.14476987,0.12566408,0.03920564,0.01723313,0.09006053,0.06107524,0.03381620,0.00827464,0.09020638,0.07677891,0.04270325,0.01451882,0.00861372,0.00122952,1,137.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,20.0,1.0,1.0,1.6,1.0,1.0,1.0,1,33.0,13.0,1.08,1.2,1.0,2.6,1.0,1.0,1,37.0,11.0,1.0,1.0,1.0,1.0,2.2,1.0,1,18.0,28.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,46,5,16,8,0.05743089,7,5,7,8,1,1,9
ds-0006-real,18.49995400,18,1.14966456,0.38964196,0.16959185,0.02473123,0.19652079,0.21951417,real_hourly,88514.33991529,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00031429,0.09815614,0.12097890,0.10926454,0.15122977,0.05080459,0.01901331,0.10092861,0.06507132,0.03374068,0.00858759,0.07679110,0.08290676,0.05234382,0.01865800,0.00990366,0.00130692,1,108.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1,142.0,20.0,1.0,1.0,1.6,1.0,1.0,1.0,1,50.0,35.0,1.08,1.2,1.0,2.6,1.0,1.0,1,126.0,15.0,1.0,1.0,1.0,1.0,2.2,1.0,1,156.0,7.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,47,5,16,8,0.10364936,14,4,2,10,1,10,9
ds-0007-flat,24.76522986,13,1.56385548,0.13754684,0.07889130,0.19744756,0.23104985,0.35506445,flat,83965.91151615,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,110.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1,133.0,15.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,48,5,16,8,0.15215199,6,2,5,11,1,9,5
ds-0008-flat,21.62688086,17,1.71427778,0.40400442,0.15641272,0.31631498,0.04203835,0.08122953,flat,118778.18556794,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,128.0,28.0,1.0,2.0,1.0,1.0,1.0,1.0,1,73.0,8.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,49,5,16,8,0.06809911,16,8,6,7,3,0,8
ds-0009-real,12.46872837,11,1.75699983,0.30556188,0.18255646,0.21488379,0.13386981,0.16312805,real_hourly,122135.99753924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00033014,0.13513554,0.13913536,0.12385544,0.09845631,0.04950049,0.01398161,0.11041093,0.05089688,0.03700628,0.00762848,0.07633169,0.08473759,0.04246648,0.01891426,0.00978289,0.00142962,1,130.0,25.0,1.0,2.0,1.0,1.0,1.0,1.0,1,66.0,10.0,1.0,1.0,1.6,1.0,1.0,1.0,1,78.0,9.0,1.08,1.2,1.0,2.6,1.0,1.0,1,18.0,20.0,1.0,1.0,1.0,1.0,2.2,1.0,1,140.0,17.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,50,5,16,8,0.08527745,12,5,5,9,3,4,24
ds-0010-flat,34.42907367,8,1.84780926,0.28788290,0.14877806,0.28360236,0.10194474,0.17779194,flat,60797.25669366,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,147.0,20.0,1.0,2.0,1.0,1.0,1.0,1.0,1,135.0,12.0,1.0,1.0,1.6,1.0,1.0,1.0,1,23.0,7.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,51,5,16,8,0.14419116,4,4,2,9,1,4,5
ds-0001-real,21.78621827,17,1.65056616,0.07108917,0.15602367,0.38385457,0.04638735,0.34264524,real_hourly,54776.73603630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00044305,0.10198864,0.15858672,0.10075777,0.11560354,0.03083528,0.01202410,0.11170178,0.05851643,0.04708515,0.00569714,0.09767722,0.08536587,0.05287045,0.01257633,0.00731454,0.00095601,1,115.0,35.0,1.0,2.0,1.0,1.0,1.0,1.0,1,140.0,19.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,142,5,16,8,0.21725171,5,2,3,1,1,0,17
ds-0002-real,29.65424292,18,1.25707925,0.36546770,0.18229934,0.27578234,0.12628108,0.05016954,real_hourly,118860.14476820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00027590,0.10615402,0.15135096,0.11370234,0.13532007,0.04744492,0.01078085,0.09245155,0.05733621,0.04607228,0.00563908,0.10458735,0.05994459,0.03820894,0.02008777,0.00931290,0.00133028,1,108.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,1,110.0,11.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,143,5,16,8,0.06063579,14,7,6,9,1,7,11
ds-0003-real,20.30160828,18,0.82579354,0.25513792,0.12619805,0.03063251,0.30489966,0.28313187,real_hourly,77245.28866413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00043547,0.14629766,0.10431837,0.15398414,0.11209694,0.04497063,0.01069617,0.09311145,0.05102034,0.04628071,0.00656927,0.08380597,0.08076256,0.03999518,0.01817558,0.00651523,0.00096431,1,49.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,144,5,16,8,0.13250850,13,5,3,10,1,2,7
ds-0004-real,33.80628560,15,0.87942321,0.13717422,0.15968266,0.20613898,0.30134839,0.19565575,real_hourly,88718.07111892,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00033283,0.09165002,0.17328353,0.14915881,0.07828947,0.04075194,0.01619240,0.11435667,0.07428517,0.03302701,0.00666212,0.06668968,0.06748797,0.05728890,0.02102404,0.00829858,0.00122086,1,59.0,28.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,145,5,16,8,0.14399734,5,4,1,8,1,12,20
ds-0005-flat,13.74503566,10,1.16513911,0.27627558,0.19946145,0.29024129,0.18516411,0.04885757,flat,114750.46115215,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,63.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,1,32.0,34.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,146,5,16,8,0.05873105,15,6,5,10,3,2,15
ds-0006-flat,12.79150458,8,2.20688414,0.26706147,0.25429485,0.05828227,0.36810023,0.05226117,flat,109742.34193974,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,138.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,147,5,16,8,0.05787323,7,11,3,7,1,7,7
ds-0007-flat,23.66887429,12,1.31000651,0.20299243,0.14031083,0.18055403,0.25180743,0.22433528,flat,48807.40195445,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,148,5,16,8,0.12325524,4,2,3,5,1,0,9
ds-0008-flat,31.92528804,17,1.29007553,0.21723399,0.20866915,0.17895521,0.21602797,0.17911368,flat,81677.81365917,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,78.0,28.0,1.0,2.0,1.0,1.0,1.0,1.0,1,42.0,35.0,1.0,1.0,1.6,1.0,1.0,1.0,1,124.0,30.0,1.08,1.2,1.0,2.6,1.0,1.0,1,23.0,8.0,1.0,1.0,1.0,1.0,2.2,1.0,1,86.0,21.0,1.12,4.5,1.0,1.0,1.0,1.0,1,80.0,31.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,149,5,16,8,0.09793062,7,4,4,5,2,4,6
ds-0009-flat,26.38633299,12,2.02782772,0.29157065,0.29895762,0.04302332,0.25615320,0.11029520,flat,56570.39571516,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,110.0,17.0,1.0,2.0,1.0,1.0,1.0,1.0,1,41.0,7.0,1.0,1.0,1.6,1.0,1.0,1.0,1,66.0,12.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,150,5,16,8,0.09695261,5,4,0,7,1,2,16
ds-0010-flat,18.17888477,9,1.50596295,0.17899814,0.21761168,0.25277902,0.24685777,0.10375340,flat,91508.76448183,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,42.0,30.0,1.0,2.0,1.0,1.0,1.0,1.0,1,36.0,21.0,1.0,1.0,1.6,1.0,1.0,1.0,1,79.0,29.0,1.08,1.2,1.0,2.6,1.0,1.0,1,87.0,20.0,1.0,1.0,1.0,1.0,2.2,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,151,5,16,8,0.07342903,5,4,6,7,1,4,15
ds-0001-real,16.12820485,10,1.15741118,0.37134604,0.04866441,0.44982769,0.06143162,0.06873024,real_hourly,99976.51560310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00041048,0.09548274,0.11887577,0.10440161,0.13338162,0.06095884,0.01108938,0.11520339,0.05764259,0.03146796,0.00549658,0.09570594,0.09180913,0.04952755,0.02051800,0.00693091,0.00109751,1,137.0,25.0,1.0,2.0,1.0,1.0,1.0,1.0,1,117.0,12.0,1.0,1.0,1.6,1.0,1.0,1.0,1,16.0,35.0,1.08,1.2,1.0,2.6,1.0,1.0,1,67.0,14.0,1.0,1.0,1.0,1.0,2.2,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,242,5,16,8,0.06144685,11,4,9,6,1,1,6
ds-0002-real,34.70055253,18,1.91853793,0.53307467,0.02517481,0.33842245,0.07251771,0.03081035,real_hourly,86391.39275680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00032717,0.08695044,0.10984821,0.15093970,0.11888548,0.05303840,0.01862197,0.11299019,0.06784423,0.03582633,0.00844970,0.07041819,0.08615052,0.04891827,0.01954157,0.01043322,0.00081642,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,243,5,16,8,0.08078501,16,1,3,5,1,5,28
ds-0003-flat,27.99764788,18,1.00325635,0.11856586,0.10295191,0.26226563,0.07553130,0.44068530,flat,121925.71140703,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,124.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1,122.0,31.0,1.0,1.0,1.6,1.0,1.0,1.0,1,56.0,35.0,1.08,1.2,1.0,2.6,1.0,1.0,1,43.0,18.0,1.0,1.0,1.0,1.0,2.2,1.0,1,10.0,10.0,1.12,4.5,1.0,1.0,1.0,1.0,1,4.0,21.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,244,5,16,8,0.16608454,10,6,7,5,1,15,5
ds-0004-flat,13.45813251,16,1.20418258,0.29477827,0.08802832,0.13463870,0.13654282,0.34601188,flat,101260.68702225,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,49.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,245,5,16,8,0.14104327,8,6,2,3,3,2,20
ds-0005-flat,29.11919255,9,0.86548648,0.20655593,0.12190227,0.29013997,0.20836029,0.17304154,flat,59414.32228387,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,246,5,16,8,0.11517362,6,3,3,7,1,0,10
ds-0006-real,32.37300128,11,0.98615270,0.22027007,0.07002657,0.15859253,0.15692458,0.39418624,real_hourly,51364.26604628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00035209,0.14182243,0.10366188,0.10427664,0.12824535,0.06072447,0.01478688,0.10995403,0.06519309,0.03096185,0.00876217,0.08340151,0.07992183,0.04289239,0.01573960,0.00796718,0.00133661,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,247,5,16,8,0.25482629,7,0,0,6,1,0,33
ds-0007-flat,11.23895093,14,1.38690429,0.18194614,0.12310783,0.36951966,0.11376077,0.21166560,flat,60626.55351271,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,90.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,248,5,16,8,0.11125708,6,3,3,4,1,3,9
ds-0008-flat,10.55514247,18,0.84481394,0.19708226,0.25946594,0.03840524,0.31047246,0.19457410,flat,121926.77148292,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,249,5,16,8,0.09774936,8,11,3,10,4,1,10
ds-0009-real,14.26806514,15,1.87475727,0.29862353,0.19338726,0.20460272,0.08998208,0.21340441,real_hourly,131799.54339490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00053177,0.10353971,0.19669878,0.10674749,0.11278521,0.05551425,0.01443549,0.09200725,0.05059630,0.04395595,0.00802635,0.07383731,0.06914151,0.04058999,0.02135923,0.00875506,0.00147834,1,22.0,21.0,1.0,2.0,1.0,1.0,1.0,1.0,1,93.0,36.0,1.0,1.0,1.6,1.0,1.0,1.0,1,144.0,20.0,1.08,1.2,1.0,2.6,1.0,1.0,1,141.0,16.0,1.0,1.0,1.0,1.0,2.2,1.0,1,115.0,19.0,1.12,4.5,1.0,1.0,1.0,1.0,1,1.0,16.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,250,5,16,8,0.09920034,13,7,5,14,5,4,6
