scenario_id,base_arrival_rate_per_hour,queue_threshold,wait_threshold_hours,p_respiratory,p_cardio,p_trauma,p_psych,p_generic,arrival_profile_type,daily_budget_cap,arr_share_h00,arr_share_h01,arr_share_h02,arr_share_h03,arr_share_h04,arr_share_h05,arr_share_h06,arr_share_h07,arr_share_h08,arr_share_h09,arr_share_h10,arr_share_h11,arr_share_h12,arr_share_h13,arr_share_h14,arr_share_h15,arr_share_h16,arr_share_h17,arr_share_h18,arr_share_h19,arr_share_h20,arr_share_h21,arr_share_h22,arr_share_h23,evt1_present,evt1_start_hour,evt1_duration,evt1_arrival_multiplier,evt1_mult_respiratory,evt1_mult_cardio,evt1_mult_trauma,evt1_mult_psych,evt1_mult_generic,evt2_present,evt2_start_hour,evt2_duration,evt2_arrival_multiplier,evt2_mult_respiratory,evt2_mult_cardio,evt2_mult_trauma,evt2_mult_psych,evt2_mult_generic,evt3_present,evt3_start_hour,evt3_duration,evt3_arrival_multiplier,evt3_mult_respiratory,evt3_mult_cardio,evt3_mult_trauma,evt3_mult_psych,evt3_mult_generic,evt4_present,evt4_start_hour,evt4_duration,evt4_arrival_multiplier,evt4_mult_respiratory,evt4_mult_cardio,evt4_mult_trauma,evt4_mult_psych,evt4_mult_generic,evt5_present,evt5_start_hour,evt5_duration,evt5_arrival_multiplier,evt5_mult_respiratory,evt5_mult_cardio,evt5_mult_trauma,evt5_mult_psych,evt5_mult_generic,evt6_present,evt6_start_hour,evt6_duration,evt6_arrival_multiplier,evt6_mult_respiratory,evt6_mult_cardio,evt6_mult_trauma,evt6_mult_psych,evt6_mult_generic,ga_selection,ga_seed,ga_replications,ga_population_size,ga_generations,mean_error_best,best_rt,best_cardio,best_radio,best_mh,best_physician,best_pa,best_nurse
ds-0016-real,18.90300766,9,1.07979568,0.22150977,0.15635699,0.31587543,0.22678612,0.07947169,real_hourly,50972.16908313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00030461,0.13120981,0.11404728,0.14555924,0.08417779,0.05009476,0.01558397,0.10199327,0.07239495,0.04935081,0.00497927,0.07930591,0.08676960,0.04267109,0.01169365,0.00915243,0.00071156,1,152.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1,44.0,18.0,1.0,1.0,1.6,1.0,1.0,1.0,1,140.0,9.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,157,5,16,8,0.17116299,5,3,0,5,1,5,11
ds-0017-flat,26.06907718,10,1.30630061,0.09042345,0.32517819,0.41929430,0.03883909,0.12626497,flat,124063.49452467,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,34.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1,146.0,11.0,1.0,1.0,1.6,1.0,1.0,1.0,1,56.0,29.0,1.08,1.2,1.0,2.6,1.0,1.0,1,32.0,26.0,1.0,1.0,1.0,1.0,2.2,1.0,1,71.0,14.0,1.12,4.5,1.0,1.0,1.0,1.0,1,3.0,31.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,158,5,16,8,0.08595165,8,4,10,5,3,4,13
ds-0018-real,32.70680805,12,2.10492812,0.31196270,0.12460062,0.11143895,0.17142635,0.28057138,real_hourly,96710.18224193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00028725,0.08949170,0.13072682,0.14289421,0.07784663,0.03468323,0.01312934,0.10978893,0.07809982,0.04019833,0.00896770,0.09433467,0.09726472,0.05826664,0.01445351,0.00878177,0.00078472,1,77.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,1,113.0,24.0,1.0,1.0,1.6,1.0,1.0,1.0,1,32.0,28.0,1.08,1.2,1.0,2.6,1.0,1.0,1,19.0,30.0,1.0,1.0,1.0,1.0,2.2,1.0,1,36.0,12.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,159,5,16,8,0.12119609,9,4,4,6,1,8,18
ds-0019-real,32.63224680,11,1.76264541,0.13608863,0.10794006,0.07338780,0.30442808,0.37815544,real_hourly,66902.92511182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00029642,0.09690087,0.12570471,0.08951161,0.13883136,0.05984323,0.01216432,0.13629975,0.05523800,0.03292991,0.00750069,0.10364519,0.05835651,0.05869498,0.01362468,0.00920919,0.00124858,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,160,5,16,8,0.17632704,8,3,2,7,1,3,16
ds-0020-flat,12.56976134,18,2.21168752,0.35626545,0.26960755,0.11147465,0.03271825,0.22993410,flat,117043.17712569,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,161,5,16,8,0.11253114,13,6,6,5,5,1,6
ds-0021-real,26.20005652,10,1.08968679,0.36496397,0.23659997,0.08632126,0.03158138,0.28053342,real_hourly,86546.66576266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00055362,0.10928961,0.14032332,0.13536357,0.09049862,0.03963328,0.01581414,0.14020474,0.05100079,0.04266869,0.00695053,0.09918941,0.05947326,0.03942548,0.01792419,0.01070323,0.00098352,1,124.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,162,5,16,8,0.15663670,9,5,0,11,1,14,10
ds-0022-real,11.71572512,17,1.97735104,0.27320412,0.14695416,0.27858642,0.21295588,0.08829942,real_hourly,56904.36090842,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00033845,0.10175318,0.12907803,0.14309062,0.08988615,0.05686159,0.01358619,0.10619270,0.06691751,0.03018124,0.00586280,0.08808105,0.08850865,0.05327000,0.01671587,0.00885008,0.00082587,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,163,5,16,8,0.12725799,16,0,2,3,1,8,4
ds-0023-real,17.28164338,9,2.22903968,0.04374194,0.29545657,0.11627487,0.29779191,0.24673471,real_hourly,106455.75254497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00029927,0.12650003,0.12692781,0.10176636,0.12881129,0.05679248,0.01484605,0.11534832,0.05915606,0.04871660,0.00645195,0.07645025,0.08240421,0.03143563,0.01439280,0.00896761,0.00073329,1,117.0,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1,24.0,20.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,164,5,16,8,0.11678378,2,6,3,14,3,9,11
ds-0024-flat,14.00679750,17,2.08827708,0.25926259,0.02688295,0.26993194,0.20333363,0.24058888,flat,112378.96724390,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,62.0,36.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,165,5,16,8,0.11185919,11,5,4,9,5,4,10
ds-0025-real,17.55962829,9,1.18571736,0.46527281,0.25103681,0.02634933,0.07235126,0.18498979,real_hourly,82351.25733826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00048627,0.09066237,0.17933816,0.11493078,0.07882007,0.05497868,0.00990132,0.10199065,0.07099681,0.05320727,0.00852189,0.09867412,0.06082244,0.05001433,0.01931723,0.00637287,0.00096471,1,80.0,30.0,1.0,2.0,1.0,1.0,1.0,1.0,1,100.0,6.0,1.0,1.0,1.6,1.0,1.0,1.0,1,18.0,20.0,1.08,1.2,1.0,2.6,1.0,1.0,1,105.0,27.0,1.0,1.0,1.0,1.0,2.2,1.0,1,36.0,36.0,1.12,4.5,1.0,1.0,1.0,1.0,1,111.0,15.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,166,5,16,8,0.08929855,13,6,1,6,1,7,10
ds-0026-real,27.24999553,18,1.97866558,0.05888095,0.06442374,0.22260999,0.42033855,0.23374677,real_hourly,96266.76552001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00037775,0.08100712,0.16362162,0.12885525,0.11420204,0.04268780,0.01338030,0.11413683,0.07038233,0.04362656,0.00760243,0.09567827,0.06846086,0.03365013,0.01189627,0.00919764,0.00123679,1,38.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,1,127.0,18.0,1.0,1.0,1.6,1.0,1.0,1.0,1,63.0,33.0,1.08,1.2,1.0,2.6,1.0,1.0,1,46.0,7.0,1.0,1.0,1.0,1.0,2.2,1.0,1,69.0,23.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,167,5,16,8,0.11026383,10,3,6,14,1,3,17
ds-0027-real,16.44273554,17,1.59815948,0.23793038,0.22239444,0.23809569,0.03357948,0.26800002,real_hourly,125136.09395957,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00039914,0.14623937,0.15813497,0.11218519,0.10853073,0.04666325,0.01165507,0.07263957,0.05496123,0.04361747,0.00896820,0.11162703,0.06036876,0.03744999,0.01823409,0.00694860,0.00137736,1,37.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1,48.0,23.0,1.0,1.0,1.6,1.0,1.0,1.0,1,115.0,15.0,1.08,1.2,1.0,2.6,1.0,1.0,1,115.0,28.0,1.0,1.0,1.0,1.0,2.2,1.0,1,126.0,20.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,168,5,16,8,0.11568555,13,9,7,2,2,3,11
ds-0028-flat,26.25664278,10,0.86361336,0.06573369,0.25505403,0.28927290,0.22566394,0.16427545,flat,73881.60753726,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,169,5,16,8,0.09948466,6,4,5,7,1,2,5
ds-0029-flat,16.22344342,15,1.50101475,0.07377316,0.23022634,0.13304198,0.31194216,0.25101636,flat,83632.19179654,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,101.0,27.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,170,5,16,8,0.11531375,3,4,4,13,3,3,3
ds-0030-real,26.39933646,9,2.07373790,0.40651064,0.26199775,0.20609687,0.10645131,0.01894343,real_hourly,82388.99043132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00048613,0.15177638,0.14798052,0.12925319,0.10070937,0.04528791,0.01561705,0.08870882,0.04837712,0.03674035,0.00936575,0.07722190,0.06944602,0.05574870,0.01206192,0.01018650,0.00103238,1,78.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1,111.0,24.0,1.0,1.0,1.6,1.0,1.0,1.0,1,80.0,26.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,171,5,16,8,0.05829278,10,4,4,5,1,0,22
